F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_17_087.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_17_087.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_17_087.jpg, 0, 0, 0, 7.963723E-05
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_17_222.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_17_222.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_17_222.jpg, 0, 0, 0, 7.851074E-05
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_17_340.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_17_340.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_17_340.jpg, 0, 0, 0, 7.812929E-05
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_17_459.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_17_459.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_17_459.jpg, 0, 0, 0, 7.855154E-05
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_17_589.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_17_589.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_17_589.jpg, 0, 0.3588313, 0, 0.5305252
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_17_726.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_17_726.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_17_726.jpg, 0, 0.7936832, 0, 1.765777
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_17_836.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_17_836.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_17_836.jpg, 0, 0.4673421, 0, 2.323425
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_18_001.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_18_001.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_18_001.jpg, 0, 0, 0, 2.300602
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_18_124.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_18_124.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_18_124.jpg, -0.3665431, 0, 0, 2.250644
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_18_243.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_18_243.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_18_243.jpg, -0.7246271, 0, 0, 2.18495
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_18_361.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_18_361.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_18_361.jpg, -1, 0, 0, 2.110553
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_18_481.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_18_481.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_18_481.jpg, -1, 0, 0, 2.067088
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_18_637.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_18_637.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_18_637.jpg, -0.5337077, 0.4662923, 0, 2.808607
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_18_773.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_18_773.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_18_773.jpg, -0.128085, 0.871915, 0, 4.231607
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_18_900.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_18_900.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_18_900.jpg, 0, 1, 0, 5.849157
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_19_018.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_19_018.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_19_018.jpg, 0, 1, 0, 7.225238
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_19_196.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_19_196.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_19_196.jpg, 0, 1, 0, 9.035119
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_19_319.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_19_319.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_19_319.jpg, 0, 1, 0, 10.59558
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_19_434.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_19_434.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_19_434.jpg, -0.3515269, 1, 0, 11.71274
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_19_554.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_19_554.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_19_554.jpg, -0.7091713, 1, 0, 12.78384
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_19_734.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_19_734.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_19_734.jpg, -0.1902443, 1, 0, 14.57264
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_19_852.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_19_852.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_19_852.jpg, 0, 1, 0, 15.85856
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_20_020.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_20_020.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_20_020.jpg, 0, 1, 0, 17.79477
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_20_141.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_20_141.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_20_141.jpg, 0, 0.6319355, 0, 18.50783
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_20_263.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_20_263.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_20_263.jpg, 0, 0.2677913, 0, 18.69415
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_20_384.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_20_384.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_20_384.jpg, 0, 0, 0, 18.48192
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_20_503.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_20_503.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_20_503.jpg, -0.3600714, 0, 0, 18.13118
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_20_604.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_20_604.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_20_604.jpg, -0.6689553, 0, 0, 17.85433
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_20_708.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_20_708.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_20_708.jpg, -0.9779988, 0, 0, 17.25735
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_20_814.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_20_814.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_20_814.jpg, -1, 0, 0, 17.01315
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_20_930.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_20_930.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_20_930.jpg, -0.660185, 0, 0, 16.84893
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_21_055.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_21_055.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_21_055.jpg, -0.2893143, 0, 0, 16.65134
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_21_210.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_21_210.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_21_210.jpg, 0, 0, 0, 16.31854
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_21_333.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_21_333.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_21_333.jpg, 0, 0, 0, 16.06001
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_21_456.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_21_456.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_21_456.jpg, 0, 0, 0, 15.85976
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_21_578.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_21_578.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_21_578.jpg, 0, 0, 0, 15.63373
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_21_709.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_21_709.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_21_709.jpg, 0.3818547, 0, 0, 15.33607
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_21_832.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_21_832.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_21_832.jpg, 0.02090859, 0, 0, 15.14188
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_21_961.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_21_961.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_21_961.jpg, 0, 0, 0, 14.95417
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_22_085.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_22_085.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_22_085.jpg, 0, 0, 0, 14.76791
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_22_237.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_22_237.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_22_237.jpg, 0, 0, 0, 14.56249
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_22_369.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_22_369.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_22_369.jpg, 0, 0, 0, 14.35794
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_22_484.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_22_484.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_22_484.jpg, 0, 0, 0, 14.18921
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_22_583.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_22_583.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_22_583.jpg, 0, 0, 0, 14.04749
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_22_687.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_22_687.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_22_687.jpg, 0, 0, 0, 13.87815
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_22_793.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_22_793.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_22_793.jpg, 0, 0, 0, 13.74796
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_22_919.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_22_919.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_22_919.jpg, 0, 0, 0, 13.53187
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_23_044.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_23_044.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_23_044.jpg, 0, 0, 0, 13.40047
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_23_166.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_23_166.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_23_166.jpg, 0, 0, 0, 13.22849
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_23_288.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_23_288.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_23_288.jpg, 0, 0, 0, 13.08471
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_23_415.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_23_415.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_23_415.jpg, -0.3810178, 0, 0, 12.75243
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_23_538.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_23_538.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_23_538.jpg, -0.01158866, 0, 0, 12.5862
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_23_714.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_23_714.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_23_714.jpg, 0, 0.5245436, 0, 13.43575
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_23_841.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_23_841.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_23_841.jpg, 0, 0.133849, 0, 13.44222
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_23_971.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_23_971.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_23_971.jpg, 0, 0, 0, 13.34546
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_24_094.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_24_094.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_24_094.jpg, 0, 0, 0, 13.1793
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_24_226.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_24_226.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_24_226.jpg, 0, 0, 0, 12.93432
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_24_355.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_24_355.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_24_355.jpg, 0, 0, 0, 12.7757
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_24_480.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_24_480.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_24_480.jpg, -0.3740813, 0, 0, 12.51932
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_24_606.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_24_606.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_24_606.jpg, -0.7458225, 0, 0, 12.04499
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_24_731.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_24_731.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_24_731.jpg, -0.3662534, 0, 0, 11.92006
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_24_862.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_24_862.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_24_862.jpg, 0, 0, 0, 11.70417
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_24_991.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_24_991.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_24_991.jpg, 0, 0, 0, 11.66646
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_25_118.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_25_118.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_25_118.jpg, 0, 0, 0, 11.47677
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_25_322.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_25_322.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_25_322.jpg, 0, 0, 0, 11.30862
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_25_447.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_25_447.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_25_447.jpg, 0, 0, 0, 11.18939
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_25_565.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_25_565.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_25_565.jpg, 0, 0, 0, 11.05635
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_25_685.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_25_685.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_25_685.jpg, 0, 0, 0, 10.92499
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_25_812.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_25_812.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_25_812.jpg, 0, 0, 0, 10.79511
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_25_938.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_25_938.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_25_938.jpg, 0, 0.3775076, 0, 11.25187
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_26_062.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_26_062.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_26_062.jpg, 0, 0.002974153, 0, 11.15331
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_26_190.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_26_190.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_26_190.jpg, 0, 0, 0, 11.02081
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_26_315.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_26_315.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_26_315.jpg, 0, 0, 0, 10.88895
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_26_438.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_26_438.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_26_438.jpg, 0, 0, 0, 10.73666
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_26_565.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_26_565.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_26_565.jpg, 0, 0, 0, 10.60747
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_26_690.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_26_690.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_26_690.jpg, -0.3747097, 0, 0, 10.3849
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_26_813.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_26_813.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_26_813.jpg, -0.003937036, 0, 0, 10.23866
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_26_938.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_26_938.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_26_938.jpg, 0, 0, 0, 10.09417
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_27_063.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_27_063.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_27_063.jpg, 0, 0, 0, 9.972691
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_27_198.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_27_198.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_27_198.jpg, -0.4017485, 0, 0, 9.726087
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_27_411.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_27_411.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_27_411.jpg, 0, 0, 0, 9.50319
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_27_602.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_27_602.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_27_602.jpg, 0, 0, 0, 9.313276
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_27_792.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_27_792.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_27_792.jpg, -0.5663985, 0, 0, 8.935698
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_27_980.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_27_980.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_27_980.jpg, 0, 0, 0, 8.695261
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_28_173.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_28_173.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_28_173.jpg, 0, 0, 0, 8.538668
F:\simulator-windows-64\UDEMY\IMG\center_2019_01_09_22_22_28_388.jpg, F:\simulator-windows-64\UDEMY\IMG\left_2019_01_09_22_22_28_388.jpg, F:\simulator-windows-64\UDEMY\IMG\right_2019_01_09_22_22_28_388.jpg, 0, 0, 0, 8.351277
